student_id,first_name,last_name,gender,date_of_birth,grade_level_id
1,Brian,Figueroa,M,2010-09-06,7
2,Daniel,Doyle,M,2009-04-06,7
3,Patrick,Gardner,M,2010-09-20,7
4,Javier,Johnson,M,2010-08-18,7
5,David,Guzman,M,2009-03-26,7
6,Cristian,Santos,M,2010-08-06,7
7,Jason,Cole,M,2010-07-31,7
8,Robert,Smith,M,2010-04-19,7
9,Christopher,Henderson,M,2009-11-09,7
10,Brittney,Bernard,F,2009-04-18,7
11,Brian,James,M,2010-05-11,7
12,Sarah,Munoz,F,2009-05-20,7
13,Andrew,Stevens,M,2009-11-10,7
14,Valerie,Gray,F,2010-02-18,7
15,Edward,Fuller,M,2010-08-03,7
16,Scott,Ray,M,2009-12-10,7
17,Andrea,Stanley,F,2009-10-01,7
18,Dylan,Miller,M,2009-10-28,7
19,Sean,James,M,2009-04-01,7
20,Mark,Diaz,M,2009-06-26,7
21,Heather,Santiago,F,2009-05-24,7
22,Timothy,Wong,M,2010-09-30,7
23,Mark,Ferguson,M,2010-08-25,7
24,Christopher,Gray,M,2009-04-06,7
26,Erika,Tate,F,2009-09-23,7
27,Crystal,Johnson,F,2009-01-22,7
28,Jennifer,Jones,F,2010-05-03,7
29,Tommy,Walter,M,2009-12-21,7
31,Thomas,Ellis,M,2010-12-10,7
32,Brenda,Mcgee,F,2010-04-13,7
33,Deborah,Richards,F,2009-07-29,7
34,Lauren,Cox,F,2010-12-15,7
35,Jordan,Davis,M,2010-02-23,7
36,Shannon,Hernandez,F,2010-01-19,7
37,Rebecca,Henderson,F,2009-03-04,7
38,James,Carlson,M,2010-01-25,7
39,Joseph,Maddox,M,2009-07-01,7
40,Terri,Frazier,F,2008-11-30,8
41,Michael,Herrera,M,2008-02-14,8
43,Jessica,Chavez,F,2009-04-24,8
44,Sherri,Baker,F,2008-10-07,8
45,Philip,Romero,M,2008-07-13,8
47,Jordan,Gonzalez,M,2009-09-06,8
48,Phillip,Ryan,M,2009-05-26,8
49,Tammy,Sellers,F,2009-10-30,8
50,Erika,Smith,F,2009-08-21,8
51,Heidi,Galloway,F,2008-12-26,8
52,Eric,Brown,M,2008-11-09,8
53,Latoya,Miller,F,2009-12-07,8
54,John,Jones,M,2008-10-11,8
55,Kim,Martinez,F,2008-10-22,8
56,Karen,Pierce,F,2009-09-14,8
57,Kelsey,Obrien,F,2009-04-13,8
58,Timothy,Campos,M,2009-03-24,8
59,Curtis,Collins,M,2008-09-24,8
60,Marie,Kim,F,2009-09-18,8
61,Jesse,Wright,M,2009-07-21,8
62,Gina,Chapman,F,2008-01-25,8
63,Kevin,Smith,M,2009-03-31,8
64,Lynn,Perez,F,2008-10-01,8
65,Andre,Rivera,M,2009-12-18,8
66,David,Caldwell,M,2009-07-19,8
67,Kimberly,Cummings,F,2009-03-25,8
68,Kenneth,Kennedy,M,2009-12-09,8
69,Kara,Russell,F,2009-11-01,8
70,Anne,Jordan,F,2009-02-06,8
71,Jason,Shields,M,2008-06-13,8
72,Megan,Joyce,F,2009-01-22,8
73,Amy,Chandler,F,2008-02-08,8
74,Shannon,Wright,F,2008-11-06,8
75,Joshua,Taylor,M,2009-03-15,8
76,Donald,Wright,M,2009-03-13,8
77,Bernard,Morton,M,2008-12-24,8
78,Joshua,Williams,M,2009-11-29,8
79,Russell,Novak,M,2008-07-28,9
80,Paul,Young,M,2008-12-25,9
82,Steven,Martin,M,2007-06-05,9
83,Victoria,Baker,F,2008-01-01,9
84,Richard,Mitchell,M,2007-11-01,9
85,Tina,Cowan,F,2008-09-27,9
86,Mary,Tucker,F,2008-08-03,9
87,Edward,Novak,M,2007-03-15,9
89,Amy,Silva,F,2007-05-02,9
90,Tamara,Schmidt,F,2007-07-15,9
91,Tyler,Miller,M,2007-01-23,9
94,Keith,Riley,M,2008-12-11,9
95,Manuel,Barnes,M,2008-01-16,9
96,Keith,Stewart,M,2007-08-15,9
97,Dan,Moran,M,2007-04-12,9
99,Elijah,Stewart,M,2008-09-07,9
100,Timothy,Smith,M,2007-10-19,9
101,Zachary,Ferrell,M,2008-08-29,9
102,Joshua,Wagner,M,2008-01-29,9
103,Taylor,Ibarra,F,2008-02-21,9
104,Dana,Mitchell,F,2007-12-08,9
105,Sandra,Warner,F,2008-06-19,9
106,William,Roman,M,2008-08-25,9
107,Adam,Montoya,M,2007-07-25,9
108,Tara,Garcia,F,2007-04-27,9
109,Brandy,Wilson,F,2007-12-08,9
110,Natalie,Moore,F,2007-02-11,9
111,Larry,Robbins,M,2008-04-19,9
112,Michael,Farrell,M,2007-03-21,9
113,John,Whitehead,M,2008-07-15,9
114,Anthony,Walters,M,2007-11-25,9
115,Destiny,Smith,F,2008-11-18,9
116,Carlos,Whitney,M,2008-10-26,9
117,Patrick,Arnold,M,2008-03-03,9
118,Justin,Rodriguez,M,2007-06-16,10
119,Melissa,Hernandez,F,2007-12-09,10
120,Ruben,Aguilar,M,2007-01-14,10
121,Jeffrey,Williams,M,2007-02-27,10
122,Stephanie,Flynn,F,2006-05-22,10
123,Andrew,Howard,M,2006-12-01,10
124,David,Garcia,M,2006-09-22,10
