enrollment_id,student_id,class_id
ENR000001,1,1
ENR000002,2,1
ENR000003,3,1
ENR000004,4,1
ENR000005,5,1
ENR000006,7,1
ENR000007,8,1
ENR000008,9,1
ENR000009,10,1
ENR000010,11,1
ENR000011,12,1
ENR000012,13,1
ENR000013,14,1
ENR000014,15,1
ENR000015,16,1
ENR000016,17,1
ENR000017,18,1
ENR000018,19,1
ENR000019,20,1
ENR000020,21,1
ENR000021,22,1
ENR000022,23,1
ENR000023,24,1
ENR000024,25,1
ENR000025,26,1
ENR000026,27,1
ENR000027,28,1
ENR000028,29,1
ENR000029,31,1
ENR000030,32,1
ENR000031,33,1
ENR000032,34,1
ENR000033,35,1
ENR000034,36,1
ENR000035,37,1
ENR000036,38,1
ENR000037,39,1
ENR000038,638,1
ENR000039,739,1
ENR000040,1,2
ENR000041,2,2
ENR000042,3,2
ENR000043,4,2
ENR000044,5,2
ENR000045,7,2
ENR000046,8,2
ENR000047,9,2
ENR000048,10,2
ENR000049,11,2
ENR000050,12,2
ENR000051,13,2
ENR000052,14,2
ENR000053,15,2
ENR000054,16,2
ENR000055,17,2
ENR000056,18,2
ENR000057,19,2
ENR000058,20,2
ENR000059,21,2
ENR000060,22,2
ENR000061,23,2
ENR000062,24,2
ENR000063,25,2
ENR000064,26,2
ENR000065,27,2
ENR000066,28,2
ENR000067,29,2
ENR000068,31,2
ENR000069,32,2
ENR000070,33,2
ENR000071,34,2
ENR000072,35,2
ENR000073,36,2
ENR000074,37,2
ENR000075,38,2
ENR000076,39,2
ENR000077,638,2
ENR000078,739,2
ENR000079,1,3
ENR000080,2,3
ENR000081,3,3
ENR000082,4,3
ENR000083,5,3
ENR000084,7,3
ENR000085,8,3
ENR000086,9,3
ENR000087,10,3
ENR000088,11,3
ENR000089,12,3
ENR000090,13,3
ENR000091,14,3
ENR000092,15,3
ENR000093,16,3
ENR000094,17,3
ENR000095,18,3
ENR000096,19,3
ENR000097,20,3
ENR000098,21,3
ENR000099,22,3
ENR000100,23,3
ENR000101,24,3
ENR000102,25,3
ENR000103,26,3
ENR000104,27,3
ENR000105,28,3
ENR000106,29,3
ENR000107,31,3
ENR000108,32,3
ENR000109,33,3
ENR000110,34,3
ENR000111,35,3
ENR000112,36,3
ENR000113,37,3
ENR000114,38,3
ENR000115,39,3
ENR000116,638,3
ENR000117,739,3
ENR000118,1,4
ENR000119,2,4
ENR000120,3,4
ENR000121,4,4
ENR000122,5,4
ENR000123,7,4
ENR000124,8,4
ENR000125,9,4
ENR000126,10,4
ENR000127,11,4
ENR000128,12,4
ENR000129,13,4
ENR000130,14,4
ENR000131,15,4
ENR000132,16,4
ENR000133,17,4
ENR000134,18,4
ENR000135,19,4
ENR000136,20,4
ENR000137,21,4
ENR000138,22,4
ENR000139,23,4
ENR000140,24,4
ENR000141,25,4
ENR000142,26,4
ENR000143,27,4
ENR000144,28,4
ENR000145,29,4
ENR000146,31,4
ENR000147,32,4
ENR000148,33,4
ENR000149,34,4
ENR000150,35,4
ENR000151,36,4
ENR000152,37,4
ENR000153,38,4
ENR000154,39,4
ENR000155,638,4
ENR000156,739,4
ENR000157,1,5
ENR000158,2,5
ENR000159,3,5
ENR000160,4,5
ENR000161,5,5
ENR000162,7,5
ENR000163,8,5
ENR000164,9,5
ENR000165,10,5
ENR000166,11,5
ENR000167,12,5
ENR000168,13,5
ENR000169,14,5
ENR000170,15,5
ENR000171,16,5
ENR000172,17,5
ENR000173,18,5
ENR000174,19,5
ENR000175,20,5
ENR000176,21,5
ENR000177,22,5
ENR000178,23,5
ENR000179,24,5
ENR000180,25,5
ENR000181,26,5
ENR000182,27,5
ENR000183,28,5
ENR000184,29,5
ENR000185,31,5
ENR000186,32,5
ENR000187,33,5
ENR000188,34,5
ENR000189,35,5
ENR000190,36,5
ENR000191,37,5
ENR000192,38,5
ENR000193,39,5
ENR000194,638,5
ENR000195,739,5
ENR000196,1,6
ENR000197,2,6
ENR000198,3,6
ENR000199,4,6
ENR000200,5,6
ENR000201,7,6
ENR000202,8,6
ENR000203,9,6
ENR000204,10,6
ENR000205,11,6
ENR000206,12,6
ENR000207,13,6
ENR000208,14,6
ENR000209,15,6
ENR000210,16,6
ENR000211,17,6
ENR000212,18,6
ENR000213,19,6
ENR000214,20,6
ENR000215,21,6
ENR000216,22,6
ENR000217,23,6
ENR000218,24,6
ENR000219,25,6
ENR000220,26,6
ENR000221,27,6
ENR000222,28,6
ENR000223,29,6
ENR000224,31,6
ENR000225,32,6
ENR000226,33,6
ENR000227,34,6
ENR000228,35,6
ENR000229,36,6
ENR000230,37,6
ENR000231,38,6
ENR000232,39,6
ENR000233,638,6
ENR000234,739,6
ENR000235,1,7
ENR000236,2,7
ENR000237,3,7
ENR000238,4,7
ENR000239,5,7
ENR000240,7,7
ENR000241,8,7
ENR000242,9,7
ENR000243,10,7
ENR000244,11,7
ENR000245,12,7
ENR000246,13,7
ENR000247,14,7
ENR000248,15,7
ENR000249,16,7
ENR000250,17,7
ENR000251,18,7
ENR000252,19,7
ENR000253,20,7
ENR000254,21,7
ENR000255,22,7
ENR000256,23,7
ENR000257,24,7
ENR000258,25,7
ENR000259,26,7
ENR000260,27,7
ENR000261,28,7
ENR000262,29,7
ENR000263,31,7
ENR000264,32,7
ENR000265,33,7
ENR000266,34,7
ENR000267,35,7
ENR000268,36,7
ENR000269,37,7
ENR000270,38,7
ENR000271,39,7
ENR000272,638,7
ENR000273,739,7
ENR000274,40,8
ENR000275,41,8
ENR000276,43,8
ENR000277,44,8
ENR000278,45,8
ENR000279,46,8
ENR000280,48,8
ENR000281,49,8
ENR000282,50,8
ENR000283,51,8
ENR000284,52,8
ENR000285,53,8
ENR000286,54,8
ENR000287,55,8
ENR000288,56,8
ENR000289,57,8
ENR000290,58,8
ENR000291,59,8
ENR000292,60,8
ENR000293,61,8
ENR000294,62,8
ENR000295,63,8
ENR000296,64,8
ENR000297,65,8
ENR000298,66,8
ENR000299,67,8
ENR000300,68,8
ENR000301,69,8
ENR000302,70,8
ENR000303,71,8
ENR000304,72,8
ENR000305,73,8
ENR000306,74,8
ENR000307,75,8
ENR000308,76,8
ENR000309,77,8
ENR000310,78,8
ENR000311,543,8
ENR000312,736,8
ENR000313,40,9
ENR000314,41,9
ENR000315,43,9
ENR000316,44,9
ENR000317,45,9
ENR000318,46,9
ENR000319,48,9
ENR000320,49,9
ENR000321,50,9
ENR000322,51,9
ENR000323,52,9
ENR000324,53,9
ENR000325,54,9
ENR000326,55,9
ENR000327,56,9
ENR000328,57,9
ENR000329,58,9
ENR000330,59,9
ENR000331,60,9
ENR000332,61,9
ENR000333,62,9
ENR000334,63,9
ENR000335,64,9
ENR000336,65,9
ENR000337,66,9
ENR000338,67,9
ENR000339,68,9
ENR000340,69,9
ENR000341,70,9
ENR000342,71,9
ENR000343,72,9
ENR000344,73,9
ENR000345,74,9
ENR000346,75,9
ENR000347,76,9
ENR000348,77,9
ENR000349,78,9
ENR000350,543,9
ENR000351,736,9
ENR000352,40,10
ENR000353,41,10
ENR000354,43,10
ENR000355,44,10
ENR000356,45,10
ENR000357,46,10
ENR000358,48,10
ENR000359,49,10
ENR000360,50,10
ENR000361,51,10
ENR000362,52,10
ENR000363,53,10
ENR000364,54,10
ENR000365,55,10
ENR000366,56,10
ENR000367,57,10
ENR000368,58,10
ENR000369,59,10
ENR000370,60,10
ENR000371,61,10
ENR000372,62,10
ENR000373,63,10
ENR000374,64,10
ENR000375,65,10
ENR000376,66,10
ENR000377,67,10
ENR000378,68,10
ENR000379,69,10
ENR000380,70,10
ENR000381,71,10
ENR000382,72,10
ENR000383,73,10
ENR000384,74,10
ENR000385,75,10
ENR000386,76,10
ENR000387,77,10
ENR000388,78,10
ENR000389,543,10
ENR000390,736,10
ENR000391,40,11
ENR000392,41,11
ENR000393,43,11
ENR000394,44,11
ENR000395,45,11
ENR000396,46,11
ENR000397,48,11
ENR000398,49,11
ENR000399,50,11
ENR000400,51,11
ENR000401,52,11
ENR000402,53,11
ENR000403,54,11
ENR000404,55,11
ENR000405,56,11
ENR000406,57,11
ENR000407,58,11
ENR000408,59,11
ENR000409,60,11
ENR000410,61,11
ENR000411,62,11
ENR000412,63,11
ENR000413,64,11
ENR000414,65,11
ENR000415,66,11
ENR000416,67,11
ENR000417,68,11
ENR000418,69,11
ENR000419,70,11
ENR000420,71,11
ENR000421,72,11
ENR000422,73,11
ENR000423,74,11
ENR000424,75,11
ENR000425,76,11
ENR000426,77,11
ENR000427,78,11
ENR000428,543,11
ENR000429,736,11
ENR000430,40,12
ENR000431,41,12
ENR000432,43,12
ENR000433,44,12
ENR000434,45,12
ENR000435,46,12
ENR000436,48,12
ENR000437,49,12
ENR000438,50,12
ENR000439,51,12
ENR000440,52,12
ENR000441,53,12
ENR000442,54,12
ENR000443,55,12
ENR000444,56,12
ENR000445,57,12
ENR000446,58,12
ENR000447,59,12
ENR000448,60,12
ENR000449,61,12
ENR000450,62,12
ENR000451,63,12
ENR000452,64,12
ENR000453,65,12
ENR000454,66,12
ENR000455,67,12
ENR000456,68,12
ENR000457,69,12
ENR000458,70,12
ENR000459,71,12
ENR000460,72,12
ENR000461,73,12
ENR000462,74,12
ENR000463,75,12
ENR000464,76,12
ENR000465,77,12
ENR000466,78,12
ENR000467,543,12
ENR000468,736,12
ENR000469,40,13
ENR000470,41,13
ENR000471,43,13
ENR000472,44,13
ENR000473,45,13
ENR000474,46,13
ENR000475,48,13
ENR000476,49,13
ENR000477,50,13
ENR000478,51,13
ENR000479,52,13
ENR000480,53,13
ENR000481,54,13
ENR000482,55,13
ENR000483,56,13
ENR000484,57,13
ENR000485,58,13
