attendance_id,student_id,date,status
ATT000001,1,2021-08-26,Present
ATT000002,1,2021-08-27,Present
ATT000003,1,2021-08-30,Present
ATT000004,1,2021-08-31,Tardy
ATT000005,1,2021-09-01,Present
ATT000006,1,2021-09-02,Present
ATT000007,1,2021-09-03,Excused
ATT000008,1,2021-09-06,Present
ATT000009,1,2021-09-07,Present
ATT000010,1,2021-09-08,Present
ATT000011,1,2021-09-09,Present
ATT000012,1,2021-09-10,Present
ATT000013,1,2021-09-13,Present
ATT000014,1,2021-09-14,Present
ATT000015,1,2021-09-15,Present
ATT000016,1,2021-09-16,Tardy
ATT000017,1,2021-09-17,Present
ATT000018,1,2021-09-20,Present
ATT000019,1,2021-09-21,Present
ATT000020,1,2021-09-22,Present
ATT000021,1,2021-09-23,Present
ATT000022,1,2021-09-24,Present
ATT000023,1,2021-09-27,Present
ATT000024,1,2021-09-28,Present
ATT000025,1,2021-09-29,Present
ATT000026,1,2021-09-30,Present
ATT000027,1,2021-10-01,Present
ATT000028,1,2021-10-04,Tardy
ATT000029,1,2021-10-05,Present
ATT000030,1,2021-10-06,Present
ATT000031,1,2021-10-07,Present
ATT000032,1,2021-10-08,Present
ATT000033,1,2021-10-11,Tardy
ATT000034,1,2021-10-12,Present
ATT000035,1,2021-10-13,Present
ATT000036,1,2021-10-14,Present
ATT000037,1,2021-10-15,Present
ATT000038,1,2021-10-18,Present
ATT000039,1,2021-10-19,Present
ATT000040,1,2021-10-20,Present
ATT000041,1,2021-10-21,Present
ATT000042,1,2021-10-22,Present
ATT000043,1,2021-10-25,Present
ATT000044,1,2021-10-26,Present
ATT000045,1,2021-10-27,Present
ATT000046,1,2021-10-28,Present
ATT000047,1,2021-10-29,Present
ATT000048,1,2021-11-01,Present
ATT000049,1,2021-11-02,Present
ATT000050,1,2021-11-03,Present
ATT000051,1,2021-11-04,Present
ATT000052,1,2021-11-05,Present
ATT000053,1,2021-11-08,Present
ATT000054,1,2021-11-09,Present
ATT000055,1,2021-11-10,Present
ATT000056,1,2021-11-11,Present
ATT000057,1,2021-11-12,Present
ATT000058,1,2021-11-15,Excused
ATT000059,1,2021-11-16,Present
ATT000060,1,2021-11-17,Absent
ATT000061,1,2021-11-18,Present
ATT000062,1,2021-11-19,Present
ATT000063,1,2021-11-22,Present
ATT000064,1,2021-11-23,Present
ATT000065,1,2021-11-24,Present
ATT000066,1,2021-11-30,Present
ATT000067,1,2021-12-01,Tardy
ATT000068,1,2021-12-02,Present
ATT000069,1,2021-12-03,Present
ATT000070,1,2021-12-06,Present
ATT000071,1,2021-12-07,Present
ATT000072,1,2021-12-08,Present
ATT000073,1,2021-12-09,Present
ATT000074,1,2021-12-10,Present
ATT000075,1,2021-12-13,Present
ATT000076,1,2021-12-14,Present
ATT000077,1,2021-12-15,Present
ATT000078,1,2021-12-16,Present
ATT000079,1,2021-12-17,Present
ATT000080,1,2021-12-20,Present
ATT000081,1,2021-12-21,Present
ATT000082,1,2021-12-22,Present
ATT000083,1,2022-01-03,Present
ATT000084,1,2022-01-04,Present
ATT000085,1,2022-01-05,Present
ATT000086,1,2022-01-06,Present
ATT000087,1,2022-01-07,Present
ATT000088,1,2022-01-10,Present
ATT000089,1,2022-01-11,Present
ATT000090,1,2022-01-12,Present
ATT000091,1,2022-01-13,Excused
ATT000092,1,2022-01-14,Present
ATT000093,1,2022-01-17,Present
ATT000094,1,2022-01-18,Present
ATT000095,1,2022-01-19,Present
ATT000096,1,2022-01-20,Present
ATT000097,1,2022-01-21,Present
ATT000098,1,2022-01-24,Present
ATT000099,1,2022-01-25,Present
ATT000100,1,2022-01-26,Excused
ATT000101,1,2022-01-27,Absent
ATT000102,1,2022-01-28,Present
ATT000103,1,2022-01-31,Present
ATT000104,1,2022-02-01,Present
ATT000105,1,2022-02-02,Present
ATT000106,1,2022-02-03,Present
ATT000107,1,2022-02-04,Excused
ATT000108,1,2022-02-07,Present
ATT000109,1,2022-02-08,Present
ATT000110,1,2022-02-09,Present
ATT000111,1,2022-02-10,Present
ATT000112,1,2022-02-11,Excused
ATT000113,1,2022-02-14,Present
ATT000114,1,2022-02-15,Present
ATT000115,1,2022-02-16,Present
ATT000116,1,2022-02-17,Present
ATT000117,1,2022-02-18,Present
ATT000118,1,2022-02-21,Present
ATT000119,1,2022-02-22,Present
ATT000120,1,2022-02-23,Present
ATT000121,1,2022-02-24,Present
ATT000122,1,2022-02-25,Present
ATT000123,1,2022-02-28,Present
ATT000124,1,2022-03-01,Present
ATT000125,1,2022-03-02,Present
ATT000126,1,2022-03-03,Present
ATT000127,1,2022-03-04,Present
ATT000128,1,2022-03-07,Present
ATT000129,1,2022-03-08,Present
ATT000130,1,2022-03-09,Present
ATT000131,1,2022-03-10,Present
ATT000132,1,2022-03-11,Present
ATT000133,1,2022-03-14,Present
ATT000134,1,2022-03-15,Present
ATT000135,1,2022-03-16,Present
ATT000136,1,2022-03-17,Present
ATT000137,1,2022-03-18,Present
ATT000138,1,2022-03-21,Present
ATT000139,1,2022-03-22,Present
ATT000140,1,2022-03-23,Present
ATT000141,1,2022-03-24,Present
ATT000142,1,2022-03-25,Present
ATT000143,1,2022-03-28,Present
ATT000144,1,2022-03-29,Present
ATT000145,1,2022-03-30,Present
ATT000146,1,2022-03-31,Present
ATT000147,1,2022-04-01,Present
ATT000148,1,2022-04-04,Present
ATT000149,1,2022-04-05,Present
ATT000150,1,2022-04-06,Present
ATT000151,1,2022-04-07,Present
ATT000152,1,2022-04-08,Present
ATT000153,1,2022-04-11,Present
ATT000154,1,2022-04-12,Present
ATT000155,1,2022-04-13,Present
ATT000156,1,2022-04-14,Present
ATT000157,1,2022-04-15,Present
ATT000158,1,2022-04-18,Present
ATT000159,1,2022-04-19,Present
ATT000160,1,2022-04-20,Present
ATT000161,1,2022-04-21,Present
ATT000162,1,2022-04-22,Present
ATT000163,1,2022-04-25,Present
ATT000164,1,2022-04-26,Present
ATT000165,1,2022-04-27,Present
ATT000166,1,2022-04-28,Present
ATT000167,1,2022-04-29,Present
ATT000168,1,2022-05-02,Present
ATT000169,1,2022-05-03,Present
ATT000170,1,2022-05-04,Present
ATT000171,1,2022-05-05,Present
ATT000172,1,2022-05-06,Present
ATT000173,1,2022-05-09,Present
ATT000174,1,2022-05-10,Present
ATT000175,1,2022-05-11,Present
ATT000176,1,2022-05-12,Absent
ATT000177,1,2022-05-13,Present
ATT000178,1,2022-05-16,Present
ATT000179,1,2022-05-17,Present
ATT000180,1,2022-05-18,Present
ATT000181,2,2021-08-26,Present
ATT000182,2,2021-08-27,Present
ATT000183,2,2021-08-30,Present
ATT000184,2,2021-08-31,Present
ATT000185,2,2021-09-01,Present
ATT000186,2,2021-09-02,Present
ATT000187,2,2021-09-03,Present
ATT000188,2,2021-09-06,Present
ATT000189,2,2021-09-07,Present
ATT000190,2,2021-09-08,Present
ATT000191,2,2021-09-09,Present
ATT000192,2,2021-09-10,Present
ATT000193,2,2021-09-13,Present
ATT000194,2,2021-09-14,Present
ATT000195,2,2021-09-15,Present
ATT000196,2,2021-09-16,Present
ATT000197,2,2021-09-17,Present
ATT000198,2,2021-09-20,Present
ATT000199,2,2021-09-21,Present
ATT000200,2,2021-09-22,Present
ATT000201,2,2021-09-23,Present
ATT000202,2,2021-09-24,Present
ATT000203,2,2021-09-27,Present
ATT000204,2,2021-09-28,Absent
ATT000205,2,2021-09-29,Present
ATT000206,2,2021-09-30,Present
ATT000207,2,2021-10-01,Present
ATT000208,2,2021-10-04,Present
ATT000209,2,2021-10-05,Present
ATT000210,2,2021-10-06,Present
ATT000211,2,2021-10-07,Present
ATT000212,2,2021-10-08,Present
ATT000213,2,2021-10-11,Present
ATT000214,2,2021-10-12,Present
ATT000215,2,2021-10-13,Present
ATT000216,2,2021-10-14,Present
ATT000217,2,2021-10-15,Present
ATT000218,2,2021-10-18,Present
ATT000219,2,2021-10-19,Present
ATT000220,2,2021-10-20,Present
ATT000221,2,2021-10-21,Present
ATT000222,2,2021-10-22,Present
ATT000223,2,2021-10-25,Absent
ATT000224,2,2021-10-26,Present
ATT000225,2,2021-10-27,Present
ATT000226,2,2021-10-28,Tardy
ATT000227,2,2021-10-29,Present
ATT000228,2,2021-11-01,Present
ATT000229,2,2021-11-02,Present
ATT000230,2,2021-11-03,Present
ATT000231,2,2021-11-04,Absent
ATT000232,2,2021-11-05,Present
ATT000233,2,2021-11-08,Present
ATT000234,2,2021-11-09,Present
ATT000235,2,2021-11-10,Present
ATT000236,2,2021-11-11,Present
ATT000237,2,2021-11-12,Present
ATT000238,2,2021-11-15,Present
ATT000239,2,2021-11-16,Present
ATT000240,2,2021-11-17,Absent
ATT000241,2,2021-11-18,Present
ATT000242,2,2021-11-19,Present
ATT000243,2,2021-11-22,Present
ATT000244,2,2021-11-23,Present
ATT000245,2,2021-11-24,Tardy
ATT000246,2,2021-11-30,Present
ATT000247,2,2021-12-01,Present
ATT000248,2,2021-12-02,Present
ATT000249,2,2021-12-03,Absent
ATT000250,2,2021-12-06,Present
ATT000251,2,2021-12-07,Excused
ATT000252,2,2021-12-08,Present
ATT000253,2,2021-12-09,Present
ATT000254,2,2021-12-10,Present
ATT000255,2,2021-12-13,Present
ATT000256,2,2021-12-14,Present
ATT000257,2,2021-12-15,Present
ATT000258,2,2021-12-16,Present
ATT000259,2,2021-12-17,Present
ATT000260,2,2021-12-20,Present
ATT000261,2,2021-12-21,Present
ATT000262,2,2021-12-22,Present
ATT000263,2,2022-01-03,Present
ATT000264,2,2022-01-04,Present
ATT000265,2,2022-01-05,Present
ATT000266,2,2022-01-06,Present
ATT000267,2,2022-01-07,Absent
ATT000268,2,2022-01-10,Present
