student_id,first_name,last_name,gender,date_of_birth,grade_level_id
1,Brian,Figueroa,M,2010-09-06,3
2,Daniel,Doyle,M,2009-04-06,3
3,Patrick,Gardner,M,2010-09-20,3
4,Javier,Johnson,M,2010-08-18,3
5,David,Guzman,M,2009-03-26,3
6,Cristian,Santos,M,2010-08-06,3
7,Jason,Cole,M,2010-07-31,3
8,Robert,Smith,M,2010-04-19,3
9,Christopher,Henderson,M,2009-11-09,3
10,Brittney,Bernard,F,2009-04-18,3
11,Brian,James,M,2010-05-11,3
12,Sarah,Munoz,F,2009-05-20,3
13,Andrew,Stevens,M,2009-11-10,3
14,Valerie,Gray,F,2010-02-18,3
15,Edward,Fuller,M,2010-08-03,3
16,Scott,Ray,M,2009-12-10,3
17,Andrea,Stanley,F,2009-10-01,3
18,Dylan,Miller,M,2009-10-28,3
19,Sean,James,M,2009-04-01,3
20,Mark,Diaz,M,2009-06-26,3
21,Heather,Santiago,F,2009-05-24,3
22,Timothy,Wong,M,2010-09-30,3
23,Mark,Ferguson,M,2010-08-25,3
24,Christopher,Gray,M,2009-04-06,3
26,Erika,Tate,F,2009-09-23,3
27,Crystal,Johnson,F,2009-01-22,3
28,Jennifer,Jones,F,2010-05-03,3
29,Tommy,Walter,M,2009-12-21,3
31,Thomas,Ellis,M,2010-12-10,3
32,Brenda,Mcgee,F,2010-04-13,3
33,Deborah,Richards,F,2009-07-29,3
34,Lauren,Cox,F,2010-12-15,3
35,Jordan,Davis,M,2010-02-23,3
36,Shannon,Hernandez,F,2010-01-19,3
37,Rebecca,Henderson,F,2009-03-04,3
38,James,Carlson,M,2010-01-25,3
39,Joseph,Maddox,M,2009-07-01,3
40,Terri,Frazier,F,2008-11-30,4
41,Michael,Herrera,M,2008-02-14,4
43,Jessica,Chavez,F,2009-04-24,4
44,Sherri,Baker,F,2008-10-07,4
45,Philip,Romero,M,2008-07-13,4
46,Sheila,Evans,F,2009-02-11,4
47,Jordan,Gonzalez,M,2009-09-06,4
48,Phillip,Ryan,M,2009-05-26,4
49,Tammy,Sellers,F,2009-10-30,4
50,Erika,Smith,F,2009-08-21,4
51,Heidi,Galloway,F,2008-12-26,4
52,Eric,Brown,M,2008-11-09,4
53,Latoya,Miller,F,2009-12-07,4
54,John,Jones,M,2008-10-11,4
55,Kim,Martinez,F,2008-10-22,4
56,Karen,Pierce,F,2009-09-14,4
57,Kelsey,Obrien,F,2009-04-13,4
58,Timothy,Campos,M,2009-03-24,4
59,Curtis,Collins,M,2008-09-24,4
60,Marie,Kim,F,2009-09-18,4
61,Jesse,Wright,M,2009-07-21,4
62,Gina,Chapman,F,2008-01-25,4
63,Kevin,Smith,M,2009-03-31,4
64,Lynn,Perez,F,2008-10-01,4
65,Andre,Rivera,M,2009-12-18,4
66,David,Caldwell,M,2009-07-19,4
67,Kimberly,Cummings,F,2009-03-25,4
68,Kenneth,Kennedy,M,2009-12-09,4
69,Kara,Russell,F,2009-11-01,4
70,Anne,Jordan,F,2009-02-06,4
71,Jason,Shields,M,2008-06-13,4
72,Megan,Joyce,F,2009-01-22,4
73,Amy,Chandler,F,2008-02-08,4
74,Shannon,Wright,F,2008-11-06,4
75,Joshua,Taylor,M,2009-03-15,4
76,Donald,Wright,M,2009-03-13,4
77,Bernard,Morton,M,2008-12-24,4
78,Joshua,Williams,M,2009-11-29,4
79,Russell,Novak,M,2008-07-28,5
80,Paul,Young,M,2008-12-25,5
82,Steven,Martin,M,2007-06-05,5
83,Victoria,Baker,F,2008-01-01,5
84,Richard,Mitchell,M,2007-11-01,5
85,Tina,Cowan,F,2008-09-27,5
86,Mary,Tucker,F,2008-08-03,5
87,Edward,Novak,M,2007-03-15,5
88,Noah,Brown,M,2008-08-12,5
89,Amy,Silva,F,2007-05-02,5
90,Tamara,Schmidt,F,2007-07-15,5
91,Tyler,Miller,M,2007-01-23,5
92,Barry,Jones,M,2008-03-13,5
93,Cynthia,Wilson,F,2007-12-01,5
94,Keith,Riley,M,2008-12-11,5
95,Manuel,Barnes,M,2008-01-16,5
96,Keith,Stewart,M,2007-08-15,5
97,Dan,Moran,M,2007-04-12,5
98,Deborah,Anderson,F,2007-04-03,5
99,Elijah,Stewart,M,2008-09-07,5
100,Timothy,Smith,M,2007-10-19,5
101,Zachary,Ferrell,M,2008-08-29,5
102,Joshua,Wagner,M,2008-01-29,5
103,Taylor,Ibarra,F,2008-02-21,5
104,Dana,Mitchell,F,2007-12-08,5
105,Sandra,Warner,F,2008-06-19,5
106,William,Roman,M,2008-08-25,5
107,Adam,Montoya,M,2007-07-25,5
108,Tara,Garcia,F,2007-04-27,5
109,Brandy,Wilson,F,2007-12-08,5
110,Natalie,Moore,F,2007-02-11,5
111,Larry,Robbins,M,2008-04-19,5
112,Michael,Farrell,M,2007-03-21,5
113,John,Whitehead,M,2008-07-15,5
114,Anthony,Walters,M,2007-11-25,5
115,Destiny,Smith,F,2008-11-18,5
116,Carlos,Whitney,M,2008-10-26,5
117,Patrick,Arnold,M,2008-03-03,5
118,Justin,Rodriguez,M,2007-06-16,6
119,Melissa,Hernandez,F,2007-12-09,6
120,Ruben,Aguilar,M,2007-01-14,6
121,Jeffrey,Williams,M,2007-02-27,6
122,Stephanie,Flynn,F,2006-05-22,6
123,Andrew,Howard,M,2006-12-01,6
124,David,Garcia,M,2006-09-22,6
125,Kristin,Baxter,F,2006-10-30,6
