student_id,first_name,last_name,gender,date_of_birth,grade_level_id
1,Brian,Figueroa,M,2010-09-06,10
2,Daniel,Doyle,M,2009-04-06,10
3,Patrick,Gardner,M,2010-09-20,10
4,Javier,Johnson,M,2010-08-18,10
5,David,Guzman,M,2009-03-26,10
6,Cristian,Santos,M,2010-08-06,10
7,Jason,Cole,M,2010-07-31,10
8,Robert,Smith,M,2010-04-19,10
9,Christopher,Henderson,M,2009-11-09,10
10,Brittney,Bernard,F,2009-04-18,10
11,Brian,James,M,2010-05-11,10
12,Sarah,Munoz,F,2009-05-20,10
13,Andrew,Stevens,M,2009-11-10,10
14,Valerie,Gray,F,2010-02-18,10
15,Edward,Fuller,M,2010-08-03,10
16,Scott,Ray,M,2009-12-10,10
17,Andrea,Stanley,F,2009-10-01,10
18,Dylan,Miller,M,2009-10-28,10
19,Sean,James,M,2009-04-01,10
20,Mark,Diaz,M,2009-06-26,10
21,Heather,Santiago,F,2009-05-24,10
22,Timothy,Wong,M,2010-09-30,10
23,Mark,Ferguson,M,2010-08-25,10
24,Christopher,Gray,M,2009-04-06,10
26,Erika,Tate,F,2009-09-23,10
27,Crystal,Johnson,F,2009-01-22,10
28,Jennifer,Jones,F,2010-05-03,10
29,Tommy,Walter,M,2009-12-21,10
31,Thomas,Ellis,M,2010-12-10,10
32,Brenda,Mcgee,F,2010-04-13,10
33,Deborah,Richards,F,2009-07-29,10
34,Lauren,Cox,F,2010-12-15,10
35,Jordan,Davis,M,2010-02-23,10
36,Shannon,Hernandez,F,2010-01-19,10
37,Rebecca,Henderson,F,2009-03-04,10
38,James,Carlson,M,2010-01-25,10
39,Joseph,Maddox,M,2009-07-01,10
40,Terri,Frazier,F,2008-11-30,11
41,Michael,Herrera,M,2008-02-14,11
43,Jessica,Chavez,F,2009-04-24,11
44,Sherri,Baker,F,2008-10-07,11
45,Philip,Romero,M,2008-07-13,11
48,Phillip,Ryan,M,2009-05-26,11
49,Tammy,Sellers,F,2009-10-30,11
50,Erika,Smith,F,2009-08-21,11
51,Heidi,Galloway,F,2008-12-26,11
52,Eric,Brown,M,2008-11-09,11
53,Latoya,Miller,F,2009-12-07,11
54,John,Jones,M,2008-10-11,11
55,Kim,Martinez,F,2008-10-22,11
56,Karen,Pierce,F,2009-09-14,11
57,Kelsey,Obrien,F,2009-04-13,11
59,Curtis,Collins,M,2008-09-24,11
60,Marie,Kim,F,2009-09-18,11
61,Jesse,Wright,M,2009-07-21,11
62,Gina,Chapman,F,2008-01-25,11
63,Kevin,Smith,M,2009-03-31,11
64,Lynn,Perez,F,2008-10-01,11
65,Andre,Rivera,M,2009-12-18,11
