student_id,first_name,last_name,gender,date_of_birth,grade_level_id
1,Brian,Figueroa,M,2010-09-06,4
2,Daniel,Doyle,M,2009-04-06,4
3,Patrick,Gardner,M,2010-09-20,4
4,Javier,Johnson,M,2010-08-18,4
5,David,Guzman,M,2009-03-26,4
6,Cristian,Santos,M,2010-08-06,4
7,Jason,Cole,M,2010-07-31,4
8,Robert,Smith,M,2010-04-19,4
9,Christopher,Henderson,M,2009-11-09,4
10,Brittney,Bernard,F,2009-04-18,4
11,Brian,James,M,2010-05-11,4
12,Sarah,Munoz,F,2009-05-20,4
13,Andrew,Stevens,M,2009-11-10,4
14,Valerie,Gray,F,2010-02-18,4
15,Edward,Fuller,M,2010-08-03,4
16,Scott,Ray,M,2009-12-10,4
17,Andrea,Stanley,F,2009-10-01,4
18,Dylan,Miller,M,2009-10-28,4
19,Sean,James,M,2009-04-01,4
20,Mark,Diaz,M,2009-06-26,4
21,Heather,Santiago,F,2009-05-24,4
22,Timothy,Wong,M,2010-09-30,4
23,Mark,Ferguson,M,2010-08-25,4
24,Christopher,Gray,M,2009-04-06,4
26,Erika,Tate,F,2009-09-23,4
27,Crystal,Johnson,F,2009-01-22,4
28,Jennifer,Jones,F,2010-05-03,4
29,Tommy,Walter,M,2009-12-21,4
31,Thomas,Ellis,M,2010-12-10,4
32,Brenda,Mcgee,F,2010-04-13,4
33,Deborah,Richards,F,2009-07-29,4
34,Lauren,Cox,F,2010-12-15,4
35,Jordan,Davis,M,2010-02-23,4
36,Shannon,Hernandez,F,2010-01-19,4
37,Rebecca,Henderson,F,2009-03-04,4
38,James,Carlson,M,2010-01-25,4
39,Joseph,Maddox,M,2009-07-01,4
40,Terri,Frazier,F,2008-11-30,5
41,Michael,Herrera,M,2008-02-14,5
43,Jessica,Chavez,F,2009-04-24,5
44,Sherri,Baker,F,2008-10-07,5
45,Philip,Romero,M,2008-07-13,5
46,Sheila,Evans,F,2009-02-11,5
47,Jordan,Gonzalez,M,2009-09-06,5
48,Phillip,Ryan,M,2009-05-26,5
49,Tammy,Sellers,F,2009-10-30,5
50,Erika,Smith,F,2009-08-21,5
51,Heidi,Galloway,F,2008-12-26,5
52,Eric,Brown,M,2008-11-09,5
53,Latoya,Miller,F,2009-12-07,5
54,John,Jones,M,2008-10-11,5
55,Kim,Martinez,F,2008-10-22,5
56,Karen,Pierce,F,2009-09-14,5
57,Kelsey,Obrien,F,2009-04-13,5
58,Timothy,Campos,M,2009-03-24,5
59,Curtis,Collins,M,2008-09-24,5
60,Marie,Kim,F,2009-09-18,5
61,Jesse,Wright,M,2009-07-21,5
62,Gina,Chapman,F,2008-01-25,5
63,Kevin,Smith,M,2009-03-31,5
64,Lynn,Perez,F,2008-10-01,5
65,Andre,Rivera,M,2009-12-18,5
66,David,Caldwell,M,2009-07-19,5
67,Kimberly,Cummings,F,2009-03-25,5
68,Kenneth,Kennedy,M,2009-12-09,5
69,Kara,Russell,F,2009-11-01,5
70,Anne,Jordan,F,2009-02-06,5
71,Jason,Shields,M,2008-06-13,5
72,Megan,Joyce,F,2009-01-22,5
73,Amy,Chandler,F,2008-02-08,5
74,Shannon,Wright,F,2008-11-06,5
75,Joshua,Taylor,M,2009-03-15,5
76,Donald,Wright,M,2009-03-13,5
77,Bernard,Morton,M,2008-12-24,5
78,Joshua,Williams,M,2009-11-29,5
79,Russell,Novak,M,2008-07-28,6
80,Paul,Young,M,2008-12-25,6
82,Steven,Martin,M,2007-06-05,6
83,Victoria,Baker,F,2008-01-01,6
84,Richard,Mitchell,M,2007-11-01,6
85,Tina,Cowan,F,2008-09-27,6
86,Mary,Tucker,F,2008-08-03,6
87,Edward,Novak,M,2007-03-15,6
88,Noah,Brown,M,2008-08-12,6
89,Amy,Silva,F,2007-05-02,6
90,Tamara,Schmidt,F,2007-07-15,6
91,Tyler,Miller,M,2007-01-23,6
93,Cynthia,Wilson,F,2007-12-01,6
94,Keith,Riley,M,2008-12-11,6
95,Manuel,Barnes,M,2008-01-16,6
96,Keith,Stewart,M,2007-08-15,6
97,Dan,Moran,M,2007-04-12,6
98,Deborah,Anderson,F,2007-04-03,6
99,Elijah,Stewart,M,2008-09-07,6
100,Timothy,Smith,M,2007-10-19,6
101,Zachary,Ferrell,M,2008-08-29,6
102,Joshua,Wagner,M,2008-01-29,6
103,Taylor,Ibarra,F,2008-02-21,6
104,Dana,Mitchell,F,2007-12-08,6
105,Sandra,Warner,F,2008-06-19,6
106,William,Roman,M,2008-08-25,6
107,Adam,Montoya,M,2007-07-25,6
108,Tara,Garcia,F,2007-04-27,6
109,Brandy,Wilson,F,2007-12-08,6
110,Natalie,Moore,F,2007-02-11,6
111,Larry,Robbins,M,2008-04-19,6
112,Michael,Farrell,M,2007-03-21,6
113,John,Whitehead,M,2008-07-15,6
114,Anthony,Walters,M,2007-11-25,6
115,Destiny,Smith,F,2008-11-18,6
116,Carlos,Whitney,M,2008-10-26,6
117,Patrick,Arnold,M,2008-03-03,6
118,Justin,Rodriguez,M,2007-06-16,7
119,Melissa,Hernandez,F,2007-12-09,7
120,Ruben,Aguilar,M,2007-01-14,7
121,Jeffrey,Williams,M,2007-02-27,7
122,Stephanie,Flynn,F,2006-05-22,7
123,Andrew,Howard,M,2006-12-01,7
124,David,Garcia,M,2006-09-22,7
125,Kristin,Baxter,F,2006-10-30,7
126,Nicole,Frost,F,2007-08-30,7
127,Sharon,Cherry,F,2006-04-02,7
128,Christopher,Gutierrez,M,2007-11-11,7
130,Jason,Santiago,M,2007-12-28,7
131,Robert,Adams,M,2006-10-13,7
132,Michael,Reyes,M,2006-11-02,7
133,Shannon,Walker,F,2007-01-16,7
134,Thomas,Bailey,M,2006-11-14,7
135,Rebecca,Perez,F,2006-11-15,7
136,Mary,Ross,F,2007-01-10,7
137,Sean,Rasmussen,M,2007-04-19,7
