student_id,first_name,last_name,gender,date_of_birth,grade_level_id
1,Brian,Figueroa,M,2010-09-06,5
2,Daniel,Doyle,M,2009-04-06,5
3,Patrick,Gardner,M,2010-09-20,5
4,Javier,Johnson,M,2010-08-18,5
5,David,Guzman,M,2009-03-26,5
6,Cristian,Santos,M,2010-08-06,5
7,Jason,Cole,M,2010-07-31,5
8,Robert,Smith,M,2010-04-19,5
9,Christopher,Henderson,M,2009-11-09,5
10,Brittney,Bernard,F,2009-04-18,5
11,Brian,James,M,2010-05-11,5
12,Sarah,Munoz,F,2009-05-20,5
13,Andrew,Stevens,M,2009-11-10,5
14,Valerie,Gray,F,2010-02-18,5
15,Edward,Fuller,M,2010-08-03,5
16,Scott,Ray,M,2009-12-10,5
17,Andrea,Stanley,F,2009-10-01,5
18,Dylan,Miller,M,2009-10-28,5
19,Sean,James,M,2009-04-01,5
20,Mark,Diaz,M,2009-06-26,5
21,Heather,Santiago,F,2009-05-24,5
22,Timothy,Wong,M,2010-09-30,5
23,Mark,Ferguson,M,2010-08-25,5
24,Christopher,Gray,M,2009-04-06,5
26,Erika,Tate,F,2009-09-23,5
27,Crystal,Johnson,F,2009-01-22,5
28,Jennifer,Jones,F,2010-05-03,5
29,Tommy,Walter,M,2009-12-21,5
31,Thomas,Ellis,M,2010-12-10,5
32,Brenda,Mcgee,F,2010-04-13,5
33,Deborah,Richards,F,2009-07-29,5
34,Lauren,Cox,F,2010-12-15,5
35,Jordan,Davis,M,2010-02-23,5
36,Shannon,Hernandez,F,2010-01-19,5
37,Rebecca,Henderson,F,2009-03-04,5
38,James,Carlson,M,2010-01-25,5
39,Joseph,Maddox,M,2009-07-01,5
40,Terri,Frazier,F,2008-11-30,6
41,Michael,Herrera,M,2008-02-14,6
43,Jessica,Chavez,F,2009-04-24,6
44,Sherri,Baker,F,2008-10-07,6
45,Philip,Romero,M,2008-07-13,6
47,Jordan,Gonzalez,M,2009-09-06,6
48,Phillip,Ryan,M,2009-05-26,6
49,Tammy,Sellers,F,2009-10-30,6
50,Erika,Smith,F,2009-08-21,6
51,Heidi,Galloway,F,2008-12-26,6
52,Eric,Brown,M,2008-11-09,6
53,Latoya,Miller,F,2009-12-07,6
54,John,Jones,M,2008-10-11,6
55,Kim,Martinez,F,2008-10-22,6
56,Karen,Pierce,F,2009-09-14,6
57,Kelsey,Obrien,F,2009-04-13,6
58,Timothy,Campos,M,2009-03-24,6
59,Curtis,Collins,M,2008-09-24,6
60,Marie,Kim,F,2009-09-18,6
61,Jesse,Wright,M,2009-07-21,6
62,Gina,Chapman,F,2008-01-25,6
63,Kevin,Smith,M,2009-03-31,6
64,Lynn,Perez,F,2008-10-01,6
65,Andre,Rivera,M,2009-12-18,6
66,David,Caldwell,M,2009-07-19,6
67,Kimberly,Cummings,F,2009-03-25,6
68,Kenneth,Kennedy,M,2009-12-09,6
69,Kara,Russell,F,2009-11-01,6
70,Anne,Jordan,F,2009-02-06,6
71,Jason,Shields,M,2008-06-13,6
72,Megan,Joyce,F,2009-01-22,6
73,Amy,Chandler,F,2008-02-08,6
74,Shannon,Wright,F,2008-11-06,6
75,Joshua,Taylor,M,2009-03-15,6
76,Donald,Wright,M,2009-03-13,6
77,Bernard,Morton,M,2008-12-24,6
78,Joshua,Williams,M,2009-11-29,6
79,Russell,Novak,M,2008-07-28,7
80,Paul,Young,M,2008-12-25,7
82,Steven,Martin,M,2007-06-05,7
83,Victoria,Baker,F,2008-01-01,7
84,Richard,Mitchell,M,2007-11-01,7
