student_id,first_name,last_name,gender,date_of_birth,grade_level_id
1,Brian,Figueroa,M,2010-09-06,6
2,Daniel,Doyle,M,2009-04-06,6
3,Patrick,Gardner,M,2010-09-20,6
4,Javier,Johnson,M,2010-08-18,6
5,David,Guzman,M,2009-03-26,6
6,Cristian,Santos,M,2010-08-06,6
7,Jason,Cole,M,2010-07-31,6
8,Robert,Smith,M,2010-04-19,6
9,Christopher,Henderson,M,2009-11-09,6
10,Brittney,Bernard,F,2009-04-18,6
11,Brian,James,M,2010-05-11,6
12,Sarah,Munoz,F,2009-05-20,6
13,Andrew,Stevens,M,2009-11-10,6
14,Valerie,Gray,F,2010-02-18,6
15,Edward,Fuller,M,2010-08-03,6
16,Scott,Ray,M,2009-12-10,6
17,Andrea,Stanley,F,2009-10-01,6
18,Dylan,Miller,M,2009-10-28,6
19,Sean,James,M,2009-04-01,6
20,Mark,Diaz,M,2009-06-26,6
21,Heather,Santiago,F,2009-05-24,6
22,Timothy,Wong,M,2010-09-30,6
23,Mark,Ferguson,M,2010-08-25,6
24,Christopher,Gray,M,2009-04-06,6
26,Erika,Tate,F,2009-09-23,6
27,Crystal,Johnson,F,2009-01-22,6
28,Jennifer,Jones,F,2010-05-03,6
29,Tommy,Walter,M,2009-12-21,6
31,Thomas,Ellis,M,2010-12-10,6
32,Brenda,Mcgee,F,2010-04-13,6
33,Deborah,Richards,F,2009-07-29,6
34,Lauren,Cox,F,2010-12-15,6
35,Jordan,Davis,M,2010-02-23,6
36,Shannon,Hernandez,F,2010-01-19,6
37,Rebecca,Henderson,F,2009-03-04,6
38,James,Carlson,M,2010-01-25,6
39,Joseph,Maddox,M,2009-07-01,6
40,Terri,Frazier,F,2008-11-30,7
41,Michael,Herrera,M,2008-02-14,7
43,Jessica,Chavez,F,2009-04-24,7
44,Sherri,Baker,F,2008-10-07,7
45,Philip,Romero,M,2008-07-13,7
47,Jordan,Gonzalez,M,2009-09-06,7
48,Phillip,Ryan,M,2009-05-26,7
49,Tammy,Sellers,F,2009-10-30,7
50,Erika,Smith,F,2009-08-21,7
51,Heidi,Galloway,F,2008-12-26,7
52,Eric,Brown,M,2008-11-09,7
53,Latoya,Miller,F,2009-12-07,7
54,John,Jones,M,2008-10-11,7
55,Kim,Martinez,F,2008-10-22,7
56,Karen,Pierce,F,2009-09-14,7
57,Kelsey,Obrien,F,2009-04-13,7
58,Timothy,Campos,M,2009-03-24,7
59,Curtis,Collins,M,2008-09-24,7
60,Marie,Kim,F,2009-09-18,7
61,Jesse,Wright,M,2009-07-21,7
62,Gina,Chapman,F,2008-01-25,7
63,Kevin,Smith,M,2009-03-31,7
64,Lynn,Perez,F,2008-10-01,7
65,Andre,Rivera,M,2009-12-18,7
66,David,Caldwell,M,2009-07-19,7
67,Kimberly,Cummings,F,2009-03-25,7
68,Kenneth,Kennedy,M,2009-12-09,7
69,Kara,Russell,F,2009-11-01,7
70,Anne,Jordan,F,2009-02-06,7
71,Jason,Shields,M,2008-06-13,7
72,Megan,Joyce,F,2009-01-22,7
73,Amy,Chandler,F,2008-02-08,7
74,Shannon,Wright,F,2008-11-06,7
75,Joshua,Taylor,M,2009-03-15,7
76,Donald,Wright,M,2009-03-13,7
77,Bernard,Morton,M,2008-12-24,7
78,Joshua,Williams,M,2009-11-29,7
79,Russell,Novak,M,2008-07-28,8
80,Paul,Young,M,2008-12-25,8
82,Steven,Martin,M,2007-06-05,8
83,Victoria,Baker,F,2008-01-01,8
84,Richard,Mitchell,M,2007-11-01,8
85,Tina,Cowan,F,2008-09-27,8
86,Mary,Tucker,F,2008-08-03,8
87,Edward,Novak,M,2007-03-15,8
89,Amy,Silva,F,2007-05-02,8
90,Tamara,Schmidt,F,2007-07-15,8
91,Tyler,Miller,M,2007-01-23,8
93,Cynthia,Wilson,F,2007-12-01,8
94,Keith,Riley,M,2008-12-11,8
95,Manuel,Barnes,M,2008-01-16,8
96,Keith,Stewart,M,2007-08-15,8
97,Dan,Moran,M,2007-04-12,8
99,Elijah,Stewart,M,2008-09-07,8
100,Timothy,Smith,M,2007-10-19,8
101,Zachary,Ferrell,M,2008-08-29,8
102,Joshua,Wagner,M,2008-01-29,8
103,Taylor,Ibarra,F,2008-02-21,8
104,Dana,Mitchell,F,2007-12-08,8
105,Sandra,Warner,F,2008-06-19,8
106,William,Roman,M,2008-08-25,8
107,Adam,Montoya,M,2007-07-25,8
108,Tara,Garcia,F,2007-04-27,8
109,Brandy,Wilson,F,2007-12-08,8
110,Natalie,Moore,F,2007-02-11,8
111,Larry,Robbins,M,2008-04-19,8
112,Michael,Farrell,M,2007-03-21,8
113,John,Whitehead,M,2008-07-15,8
114,Anthony,Walters,M,2007-11-25,8
115,Destiny,Smith,F,2008-11-18,8
116,Carlos,Whitney,M,2008-10-26,8
117,Patrick,Arnold,M,2008-03-03,8
118,Justin,Rodriguez,M,2007-06-16,9
119,Melissa,Hernandez,F,2007-12-09,9
120,Ruben,Aguilar,M,2007-01-14,9
121,Jeffrey,Williams,M,2007-02-27,9
122,Stephanie,Flynn,F,2006-05-22,9
123,Andrew,Howard,M,2006-12-01,9
124,David,Garcia,M,2006-09-22,9
125,Kristin,Baxter,F,2006-10-30,9
126,Nicole,Frost,F,2007-08-30,9
127,Sharon,Cherry,F,2006-04-02,9
128,Christopher,Gutierrez,M,2007-11-11,9
130,Jason,Santiago,M,2007-12-28,9
131,Robert,Adams,M,2006-10-13,9
132,Michael,Reyes,M,2006-11-02,9
133,Shannon,Walker,F,2007-01-16,9
134,Thomas,Bailey,M,2006-11-14,9
136,Mary,Ross,F,2007-01-10,9
137,Sean,Rasmussen,M,2007-04-19,9
138,Gregory,Hicks,M,2006-04-19,9
139,William,Herrera,M,2007-09-21,9
140,Ashley,Waller,F,2006-01-11,9
141,Lauren,Terrell,F,2007-03-11,9
142,Ashley,Hamilton,F,2007-01-15,9
143,Rachel,Graham,F,2006-10-10,9
144,Brian,Lam,M,2007-07-18,9
145,Dawn,Fletcher,F,2006-03-15,9
146,Joseph,Drake,M,2007-01-01,9
147,Nathan,Harmon,M,2006-09-24,9
148,Craig,Reynolds,M,2006-09-18,9
149,Tammie,Hanson,F,2006-09-15,9
150,Ryan,Cortez,M,2007-09-15,9
151,Jonathon,Estrada,M,2007-04-27,9
153,Cheryl,Ortega,F,2007-02-19,9
154,Michael,Orr,M,2007-05-28,9
155,Laura,Sullivan,F,2006-08-28,9
156,April,Mitchell,F,2007-11-20,9
157,Richard,Lawson,M,2006-06-16,10
158,Julie,Ramos,F,2006-05-06,10
159,Jorge,Leon,M,2005-03-24,10
160,Noah,Hopkins,M,2006-11-06,10
161,Kaylee,Schultz,F,2006-04-21,10
163,Megan,Walker,F,2005-04-02,10
164,Brittany,Williams,F,2006-03-19,10
165,Logan,Mack,M,2006-07-04,10
166,Jason,Soto,M,2005-06-26,10
167,Nathan,Cruz,M,2005-03-17,10
168,Dana,Douglas,F,2006-06-05,10
169,Stephanie,Dalton,F,2005-01-03,10
170,Brian,Coleman,M,2006-12-10,10
171,Robert,Dominguez,M,2006-03-10,10
172,Amber,Wright,F,2005-06-30,10
173,Bryan,Anderson,M,2005-11-26,10
174,Mary,Travis,F,2005-06-30,10
175,Emily,Fischer,F,2005-08-20,10
176,Lonnie,Ball,M,2006-06-21,10
177,Jeffery,Meadows,M,2005-07-16,10
178,Steven,Manning,M,2005-06-23,10
179,Joanna,Walton,F,2006-07-04,10
180,Marcia,Cannon,F,2005-11-23,10
181,John,Allen,M,2005-07-22,10
182,Billy,Mitchell,M,2005-06-20,10
183,George,Orozco,M,2005-04-16,10
184,Charles,Hall,M,2005-02-01,10
185,Brittany,Lewis,F,2006-09-27,10
186,Jason,Daniels,M,2005-06-11,10
187,Amy,Wall,F,2005-06-11,10
188,Summer,Silva,F,2006-06-01,10
190,Jamie,Smith,F,2005-08-12,10
191,Edwin,Price,M,2005-05-17,10
192,Tiffany,Barnes,F,2006-12-13,10
193,Nicholas,Marsh,M,2005-10-18,10
194,Connie,Robinson,F,2005-12-15,10
195,Karla,Price,F,2006-06-19,10
196,Michael,Powell,M,2004-09-16,11
197,Sara,Calhoun,F,2004-03-05,11
198,Kimberly,Meadows,F,2004-08-29,11
199,Justin,Johnson,M,2004-08-17,11
200,Jeffrey,Camacho,M,2004-09-06,11
201,Amber,Gray,F,2005-03-12,11
202,Jesse,Rogers,M,2004-03-23,11
203,Jamie,Walton,F,2005-12-08,11
204,Javier,Conley,M,2005-11-20,11
205,Alec,Ryan,M,2005-07-02,11
206,Danny,Jones,M,2005-05-16,11
207,Andrew,Johnson,M,2004-09-10,11
208,Christina,Smith,F,2004-04-06,11
209,Cynthia,Wells,F,2005-03-01,11
210,Kristy,Robinson,F,2004-02-14,11
211,David,Wood,M,2005-09-29,11
212,Lawrence,Adkins,M,2005-08-24,11
213,Richard,Martin,M,2004-02-14,11
214,Ashley,Johnson,F,2005-05-01,11
215,Kenneth,Odonnell,M,2005-05-02,11
216,Jennifer,Espinoza,F,2005-05-26,11
217,Leslie,Rivas,F,2005-01-30,11
218,Ashley,Barton,F,2004-04-04,11
219,Melinda,Trujillo,F,2004-11-26,11
220,Victoria,Patton,F,2005-11-06,11
221,Kim,Stanley,F,2004-05-14,11
222,Katie,Peterson,F,2005-01-27,11
223,Jason,Henry,M,2004-11-25,11
224,Tonya,Reid,F,2004-06-17,11
225,Julia,Hernandez,F,2005-11-18,11
226,Morgan,Sheppard,F,2005-03-10,11
227,Lisa,Gillespie,F,2004-04-14,11
228,John,Graham,M,2005-10-28,11
229,Kevin,Morris,M,2005-10-11,11
230,Ronald,Miller,M,2004-04-05,11
231,Jerry,Christensen,M,2005-12-09,11
232,Lisa,Gray,F,2004-08-09,11
233,Kathleen,Nguyen,F,2004-01-12,11
234,Daniel,Salinas,M,2004-07-08,11
235,Diana,Carlson,F,2004-05-12,12
236,Donald,Smith,M,2003-12-08,12
237,Angela,Cortez,F,2003-03-16,12
238,Kristen,Allen,F,2004-07-08,12
239,Maria,Henry,F,2003-07-04,12
240,Alan,Phillips,M,2003-11-04,12
241,Michael,Torres,M,2003-06-07,12
242,Jackie,Tran,F,2003-08-14,12
243,Jeffery,Reese,M,2003-05-14,12
244,Heather,Chavez,F,2003-05-09,12
245,David,Martinez,M,2003-04-30,12
246,Ethan,Newton,M,2003-03-16,12
247,Melissa,Lee,F,2004-10-23,12
248,John,Hardy,M,2004-10-13,12
249,Joseph,Campbell,M,2003-10-23,12
250,Ronnie,Phillips,M,2003-02-09,12
251,Cassie,Smith,F,2004-05-20,12
252,Beth,Williams,F,2003-07-27,12
253,Kristen,Terry,F,2004-01-22,12
254,Margaret,Mullins,F,2003-02-19,12
255,Shelley,Andrews,F,2003-02-09,12
256,Karen,Peterson,F,2003-07-02,12
257,Dawn,Hensley,F,2004-01-20,12
258,Rodney,Morales,M,2004-02-14,12
259,Kenneth,Parks,M,2003-01-29,12
260,Chase,Hart,M,2004-02-28,12
262,Phillip,Obrien,M,2004-08-04,12
263,Luke,Rowe,M,2004-11-03,12
264,Joanna,Ramos,F,2004-05-27,12
265,Kevin,Patterson,M,2004-11-30,12
266,Lisa,Lynch,F,2003-08-09,12
267,Brett,Farmer,M,2003-10-15,12
268,Daniel,Guerrero,M,2004-08-30,12
269,David,Arnold,M,2003-03-02,12
270,April,Hayes,F,2004-03-01,12
271,Julie,Johnson,F,2003-08-19,12
272,Michael,Warner,M,2004-04-21,12
273,Benjamin,Hall,M,2003-06-26,13
274,Richard,Weber,M,2002-04-13,13
275,Regina,Gonzalez,F,2003-09-14,13
276,Kimberly,Holland,F,2002-02-14,13
277,Deborah,Thomas,F,2003-12-19,13
278,Carol,Parker,F,2003-01-24,13
279,Roger,Morse,M,2002-10-18,13
280,Becky,Barker,F,2002-06-20,13
281,James,Nelson,M,2002-09-29,13
282,Johnny,Miller,M,2002-07-29,13
283,Stacy,Navarro,F,2002-01-16,13
284,Danielle,Davis,F,2002-08-23,13
286,Zachary,Chambers,M,2003-01-09,13
287,Laura,Hines,F,2002-04-15,13
288,Julie,Pearson,F,2003-03-10,13
