student_id,first_name,last_name,gender,date_of_birth,grade_level_id
1,Brian,Figueroa,M,2010-09-06,2
2,Daniel,Doyle,M,2009-04-06,2
3,Patrick,Gardner,M,2010-09-20,2
4,Javier,Johnson,M,2010-08-18,2
5,David,Guzman,M,2009-03-26,2
6,Cristian,Santos,M,2010-08-06,2
7,Jason,Cole,M,2010-07-31,2
8,Robert,Smith,M,2010-04-19,2
9,Christopher,Henderson,M,2009-11-09,2
10,Brittney,Bernard,F,2009-04-18,2
11,Brian,James,M,2010-05-11,2
12,Sarah,Munoz,F,2009-05-20,2
13,Andrew,Stevens,M,2009-11-10,2
14,Valerie,Gray,F,2010-02-18,2
15,Edward,Fuller,M,2010-08-03,2
16,Scott,Ray,M,2009-12-10,2
17,Andrea,Stanley,F,2009-10-01,2
18,Dylan,Miller,M,2009-10-28,2
19,Sean,James,M,2009-04-01,2
20,Mark,Diaz,M,2009-06-26,2
21,Heather,Santiago,F,2009-05-24,2
22,Timothy,Wong,M,2010-09-30,2
23,Mark,Ferguson,M,2010-08-25,2
24,Christopher,Gray,M,2009-04-06,2
25,Mark,Hawkins,M,2010-12-26,2
26,Erika,Tate,F,2009-09-23,2
27,Crystal,Johnson,F,2009-01-22,2
28,Jennifer,Jones,F,2010-05-03,2
29,Tommy,Walter,M,2009-12-21,2
31,Thomas,Ellis,M,2010-12-10,2
32,Brenda,Mcgee,F,2010-04-13,2
33,Deborah,Richards,F,2009-07-29,2
34,Lauren,Cox,F,2010-12-15,2
35,Jordan,Davis,M,2010-02-23,2
36,Shannon,Hernandez,F,2010-01-19,2
37,Rebecca,Henderson,F,2009-03-04,2
38,James,Carlson,M,2010-01-25,2
39,Joseph,Maddox,M,2009-07-01,2
40,Terri,Frazier,F,2008-11-30,3
41,Michael,Herrera,M,2008-02-14,3
43,Jessica,Chavez,F,2009-04-24,3
44,Sherri,Baker,F,2008-10-07,3
45,Philip,Romero,M,2008-07-13,3
46,Sheila,Evans,F,2009-02-11,3
47,Jordan,Gonzalez,M,2009-09-06,3
48,Phillip,Ryan,M,2009-05-26,3
49,Tammy,Sellers,F,2009-10-30,3
50,Erika,Smith,F,2009-08-21,3
51,Heidi,Galloway,F,2008-12-26,3
52,Eric,Brown,M,2008-11-09,3
53,Latoya,Miller,F,2009-12-07,3
54,John,Jones,M,2008-10-11,3
55,Kim,Martinez,F,2008-10-22,3
56,Karen,Pierce,F,2009-09-14,3
57,Kelsey,Obrien,F,2009-04-13,3
58,Timothy,Campos,M,2009-03-24,3
59,Curtis,Collins,M,2008-09-24,3
60,Marie,Kim,F,2009-09-18,3
61,Jesse,Wright,M,2009-07-21,3
62,Gina,Chapman,F,2008-01-25,3
63,Kevin,Smith,M,2009-03-31,3
64,Lynn,Perez,F,2008-10-01,3
65,Andre,Rivera,M,2009-12-18,3
66,David,Caldwell,M,2009-07-19,3
67,Kimberly,Cummings,F,2009-03-25,3
68,Kenneth,Kennedy,M,2009-12-09,3
69,Kara,Russell,F,2009-11-01,3
70,Anne,Jordan,F,2009-02-06,3
71,Jason,Shields,M,2008-06-13,3
72,Megan,Joyce,F,2009-01-22,3
73,Amy,Chandler,F,2008-02-08,3
74,Shannon,Wright,F,2008-11-06,3
75,Joshua,Taylor,M,2009-03-15,3
76,Donald,Wright,M,2009-03-13,3
77,Bernard,Morton,M,2008-12-24,3
78,Joshua,Williams,M,2009-11-29,3
79,Russell,Novak,M,2008-07-28,4
80,Paul,Young,M,2008-12-25,4
82,Steven,Martin,M,2007-06-05,4
83,Victoria,Baker,F,2008-01-01,4
84,Richard,Mitchell,M,2007-11-01,4
85,Tina,Cowan,F,2008-09-27,4
86,Mary,Tucker,F,2008-08-03,4
87,Edward,Novak,M,2007-03-15,4
88,Noah,Brown,M,2008-08-12,4
89,Amy,Silva,F,2007-05-02,4
90,Tamara,Schmidt,F,2007-07-15,4
91,Tyler,Miller,M,2007-01-23,4
92,Barry,Jones,M,2008-03-13,4
93,Cynthia,Wilson,F,2007-12-01,4
94,Keith,Riley,M,2008-12-11,4
95,Manuel,Barnes,M,2008-01-16,4
96,Keith,Stewart,M,2007-08-15,4
97,Dan,Moran,M,2007-04-12,4
98,Deborah,Anderson,F,2007-04-03,4
99,Elijah,Stewart,M,2008-09-07,4
100,Timothy,Smith,M,2007-10-19,4
101,Zachary,Ferrell,M,2008-08-29,4
102,Joshua,Wagner,M,2008-01-29,4
103,Taylor,Ibarra,F,2008-02-21,4
104,Dana,Mitchell,F,2007-12-08,4
105,Sandra,Warner,F,2008-06-19,4
106,William,Roman,M,2008-08-25,4
107,Adam,Montoya,M,2007-07-25,4
108,Tara,Garcia,F,2007-04-27,4
109,Brandy,Wilson,F,2007-12-08,4
110,Natalie,Moore,F,2007-02-11,4
111,Larry,Robbins,M,2008-04-19,4
112,Michael,Farrell,M,2007-03-21,4
113,John,Whitehead,M,2008-07-15,4
114,Anthony,Walters,M,2007-11-25,4
115,Destiny,Smith,F,2008-11-18,4
116,Carlos,Whitney,M,2008-10-26,4
117,Patrick,Arnold,M,2008-03-03,4
118,Justin,Rodriguez,M,2007-06-16,5
119,Melissa,Hernandez,F,2007-12-09,5
120,Ruben,Aguilar,M,2007-01-14,5
121,Jeffrey,Williams,M,2007-02-27,5
122,Stephanie,Flynn,F,2006-05-22,5
123,Andrew,Howard,M,2006-12-01,5
124,David,Garcia,M,2006-09-22,5
125,Kristin,Baxter,F,2006-10-30,5
126,Nicole,Frost,F,2007-08-30,5
127,Sharon,Cherry,F,2006-04-02,5
128,Christopher,Gutierrez,M,2007-11-11,5
129,Norman,Cook,M,2006-03-11,5
130,Jason,Santiago,M,2007-12-28,5
131,Robert,Adams,M,2006-10-13,5
132,Michael,Reyes,M,2006-11-02,5
133,Shannon,Walker,F,2007-01-16,5
134,Thomas,Bailey,M,2006-11-14,5
135,Rebecca,Perez,F,2006-11-15,5
136,Mary,Ross,F,2007-01-10,5
137,Sean,Rasmussen,M,2007-04-19,5
138,Gregory,Hicks,M,2006-04-19,5
139,William,Herrera,M,2007-09-21,5
140,Ashley,Waller,F,2006-01-11,5
141,Lauren,Terrell,F,2007-03-11,5
142,Ashley,Hamilton,F,2007-01-15,5
143,Rachel,Graham,F,2006-10-10,5
144,Brian,Lam,M,2007-07-18,5
145,Dawn,Fletcher,F,2006-03-15,5
146,Joseph,Drake,M,2007-01-01,5
147,Nathan,Harmon,M,2006-09-24,5
148,Craig,Reynolds,M,2006-09-18,5
149,Tammie,Hanson,F,2006-09-15,5
150,Ryan,Cortez,M,2007-09-15,5
151,Jonathon,Estrada,M,2007-04-27,5
152,Jennifer,Phillips,F,2007-05-07,5
153,Cheryl,Ortega,F,2007-02-19,5
154,Michael,Orr,M,2007-05-28,5
155,Laura,Sullivan,F,2006-08-28,5
156,April,Mitchell,F,2007-11-20,5
157,Richard,Lawson,M,2006-06-16,6
158,Julie,Ramos,F,2006-05-06,6
159,Jorge,Leon,M,2005-03-24,6
160,Noah,Hopkins,M,2006-11-06,6
161,Kaylee,Schultz,F,2006-04-21,6
162,Brandon,Crane,M,2006-05-11,6
163,Megan,Walker,F,2005-04-02,6
164,Brittany,Williams,F,2006-03-19,6
165,Logan,Mack,M,2006-07-04,6
166,Jason,Soto,M,2005-06-26,6
167,Nathan,Cruz,M,2005-03-17,6
168,Dana,Douglas,F,2006-06-05,6
169,Stephanie,Dalton,F,2005-01-03,6
170,Brian,Coleman,M,2006-12-10,6
